author,content,id,imdb_id,title,tmdb_id,url
John Chard,"Caught between its aims?

Three students get more than they bargained for when a theft of a test results paper leads to a deadly battle of wills with their kidnapped teacher, Mrs. Tingle.

It seems to me that director and writer, Kevin Wiliamson, got confused as to which direction the film should go in. At times it's jaunty when the scene appears to call for menace, and at others just plain boring if the scene was meant to be actually funny (in that sarcastic, almost satirical way). The film could have worked at either being a comedy or a thriller, but the fusion of the two just doesn't work, and this failing has to fall at Williamson's door, it's as if Scream was all a fluke after all? The cast struggle with the meanderingly dull screenplay, only the stoic (and sexy) Helen Mirren salvaging any sort of dignity by realising early on that the core of the film calls for deft nastiness instead of outright villainy.

Poor and practically unwatchable these days. 2/10",53fea0860e0a262ddc003192,133046,Teaching Mrs. Tingle,10342,https://www.themoviedb.org/review/53fea0860e0a262ddc003192
Marr 🇳🇱,"Just seen this on All Hallows' Eve. It's a bit old, but gold! I definitely have to rewatch this, because you just got to pay attention to 'know' what is happening and follow the story. I think you'd better understand/follow the story and that it will make more sense when you watch it a second time.

The whole movie experience was pretty much like every time you think you got it all figured out, you learn something new and turn out to be all wrong. I loved all those twists and turns and the is-it-real-or-not feeling like, is it really REALLY happening? Is it really acting for her job as a actress, or is it all just a trick of the mind...",56363a62925141284c01ac01,156887,Perfect Blue,10494,https://www.themoviedb.org/review/56363a62925141284c01ac01
Brandon,"Saturn 3 is a boring sci-fi movie starring Kirk Douglas, Farrah Fawcett and Harvey Keitel. Strange. The movie is about this bizarre love triangle out in space. One of the pricks of the triangle is working on a robot that starts killing everyone. Believe me. It sounds better than it actually is.",599a63249251414a1800ceb8,79285,Saturn 3,19761,https://www.themoviedb.org/review/599a63249251414a1800ceb8
Milo_Jeeder,"I'd like to know why films like ""Alice Sweet Alice"" aren't mentioned nearly as much as they deserve nowadays. The fact that this film is overlooked and forgotten, makes me realize that many horror fans in training wheels are somehow missing out on a horror gem that is worthy of their attention. I suppose it is because people mostly tend to eulogize those films that try to be figurative and subtle even if are not enjoyable whatsoever. I find it hard to believe that this film was to a certain degree inspired by Nicolas Roeg's ""Don't Look Now"", because if I have to be honest, the only connection I can see, would be the usage of raincoats throughout the entire film as an emblematic element. One of the main differences between these two films is precisely what I was mentioning before: in ""Don't Look Now"", Mr. Roeg tried offers a pitiful excuse for a horror film full of fake and nonsensical symbolism and mind-games, while ""Alice Sweet Alice"", delivers pure and crude horror at its best with a very agreeable twist in the end. I know this is an independent horror film that probably didn't even get much attention when it came out, but honestly, I don't see why. This is one of those films that came out during the mid 1970s in which the stories were pretty plain at first sight and the ending could be somehow taken for granted.

In ""Alice Sweet Alice"", the attention is mostly focused on the main character's psychology, which is Alice Spages (Paula Sheppard), an introverted 12 year old girl who lives with her mother (Linda Miller) and her spoiled little sister Karen (Brooke Shields). In this gruesome family drama, we see Alice as a manifest outcast who constantly tries to get her mother's attention by tormenting her little sister, who is obviously the one everyone loves and prefers. Fortunately (or perhaps unfortunately) for Alice, her sweet sister Karen is brutally murdered during the day of her first communion by the hand of a merciless killer wearing a mask and a yellow raincoat. As it is expected, all the fingers start pointing directly to Alice, since her jealousy and strange withdrawn manners match with her sister's perplexing slaughter Regardless of the obvious feelings surrendering Alice, her mother refuses to believe that her only daughter left is a raging murderess and confronts everyone who stands in her way just to prove the world that her sweet little girl is incapable of killing a bug. Sadly, Alice's violent behavior and the evidences don't help very much. While Mrs. Spages and her former husband Dom desperately try to convince the others that their sweet Alice is not a premature murderess, the body count increases in the most dreadful ways and the victims are coincidentally Alice's declared rivals.

Clearly, this film could be taken as some kind of overlooked slasher film, but I myself find it compelling enough to be compared to some of the most respected horror gems that people worship nowadays. Nevertheless, ""Alice Sweet Alice"" is a simple film when it comes to the way it was filmed and the lack of pretentiousness made it forgettable for some 'serious movie fans'. All I know is that this film will be highly appreciated by most horror fans and anyone who is in the mood to see a well-done psychological horror gem that doesn't try to emulate complex situations to captivate the audience and trick them into believing that there's any form of symbolism at all. It's a horror film that includes vicious murders and a respectable body count, without turning into a pointless butchery that can only cling to gore. The psychological and 'respectable' side is present here as well, but Mr. Alfred Sole simply didn't need to brag about it and deceive the audience with misleading sequences.",58a24cfc925141538b00045a,76150,Communion,23761,https://www.themoviedb.org/review/58a24cfc925141538b00045a
talisencrw,This wasn't bad in the slightest despite its slasher-film mentality and shoestring budget. Not bad at all if you have the stomach for this sort of thing.,57e34932c3a368758d0017d1,69994,The Forgotten,24097,https://www.themoviedb.org/review/57e34932c3a368758d0017d1
John Chard,"Uxoricide!

I Saw What You Did is directed by William Castle and written by William P. McGivern. It stars John Ireland, Joan Crawford, Leif Erickson, Andi Garrett, Sara Lane and Sharyl Locke. Music is by Van Alexander (Joseph Gershenson supervising) and cinematography by Joseph F. Biroc. 

When two teenagers on babysitting duties decide to have fun making prank phone calls, their evening turns sinister when they call up a man who has just murdered his wife… 

William Castle was of course better known for his gimmicks than for his ability as a film maker, I Saw What You Did shows the best and worst of the great entertainer. Castle produces and directs this one so is accountable for getting the mix completely wrong. At times the picture is genuinely suspenseful, the premise at the core superb, but at others it feels like it wants to be a comedy, further compounded by Alexander’s awful musical score. It’s a score that belongs in something like Bewitched or The Munsters, and quite often takes you out of the thriller zone. 

Castle unsurprisingly borrows off of some films that influenced his career, but aided by McGivern’s screenplay he manages to put some different spins on the twisty plot developments. It also helps having Biroc (The Killer that Stalked New York/Cry Danger/The Garment Jungle) on photography duty, he’s able to make Castle’s fog scenes appear icy cold, to blend the shadows into the story like foreboding prowlers. 

Cast wise the elder cast members aren’t stretching themselves here, with Crawford working for food and Ireland on auto-pilot, but the younger actors are great fun and really nail that naivety of youth thing to the max. All told it’s a fun film, if not always for the right reasons. With some Castle invention (eyelet vision?!) and steals – and Biroc on form, there’s more than enough here to compensate for the confusing mix of genres. 6/10",53c2e88e0e0a26158500b603,59297,I Saw What You Did,28295,https://www.themoviedb.org/review/53c2e88e0e0a26158500b603
talisencrw,"Land sakes!!!

They don't make films like this anymore...and that's a dirty rotten shame! =)",56f2039cc3a36856f600022c,80491,Caligola,9453,https://www.themoviedb.org/review/56f2039cc3a36856f600022c
Arrrrrrrach,Walk through a Bosch painting and marvel at the excesses and debauchery.  Critics don't take this seriously because a porn producer snipped it up and inserted his own scenes. It is what it is.  A near masterpiece.,58acc2539251411f93000665,80491,Caligola,9453,https://www.themoviedb.org/review/58acc2539251411f93000665
talisencrw,"This was remarkable and scared the crap out of me. I read the book eons ago, probably 1988, for a first-year university class back when I was earning my first degree. Not a Burt Reynolds fan, and having only seen two other works by Boorman (the great 'Point Blank' and the not-so-great 'Exorcist II: The Heretic'), I wasn't in a huge hurry to rush out and see the film. BIG mistake on my part, to be frank.

Probably the gifted 83-year-old, Surrey native and five-time Oscar nominee's best work--and easily the finest work ever done by Reynolds, shortly before he simply rested on his laurels and became nothing but a caricature. THIS at the very least was proof that he at one time actually had chops and could act.

The scariest aspect of all is that this goes on all the time and we just don't know about it. Hundreds of people go 'missing' every day. And, as a Canadian, it's people like the culprits in this film that are responsible for America now having the worst Presidential candidate of all time actually having a chance of being the head of the most powerful country in the world. Now THAT's scary.",578e8ba99251413fa40156a2,68473,Deliverance,10669,https://www.themoviedb.org/review/578e8ba99251413fa40156a2
John Chard,"Brutal, Beautiful and Brilliant.

Four Atlanta friends - Lewis (Burt Reynolds), Ed (John Voight), Bobby (Ned Beatty), and Drew (Ronny Cox) – decide to canoe down the Cahulawassee River out in the Georgia wilderness. They see it as a test of manliness whilst also wanting to experience this part of nature before the whole valley is flooded over to make way for the upcoming construction of a dam and lake. But the perils of nature are not the only dangerous things in their midst, unfriendly wood folk are about to bring another dimension in terror.

Deliverance is one of those films that sometimes suffers by way of reputation. Much like Straw Dogs and 70s films of that type, the hype and promise of unremitting hell often isn't delivered to an expectant modern audience. Which is a shame since Deliverance is one of the finest, glummest, brutalistic and beautiful films of the 1970s.

Adapting from James Dickey's novel (screenplay duties here also), British director John Boorman crafts a tough and powerful film of men out of their environment, thus out of their league. As each man sets off initially, it's a test of manhood, but each guy is forced to deconstruct their worth, and it soon becomes more about survival as this deadly adventure proceeds. Boorman, aided by cinematographer Vilmos Zsigmond, has painted a raw and treacherous landscape, unconquered by city slickers but dwelt in by inbreds who don't take kindly to the city folk showing up with their machismo attitudes. From the first point of contact with the strange locals, where Drew goes ""duelling banjos"" with an odd looking child, the film doesn't let up, much like the locals themselves, the film also is remorseless. Some critics over the years have proclaimed that Deliverance is too pretty, mistaking lush physicality as something detracting from the dark thematics at work. Not so, the Chattooga River sequences are electrifying, the rapids scenes (brilliantly filmed with Voight and Reynolds doing real work, and getting real injuries) are merely setting up the unmanning of our ""macho"" guys just around the corner. It's a fabulous and potent piece of ""beauty"". With the four cast leaders absolutely brilliant in their respective roles. In fact there are few better casting decisions ever than that of Reynolds as Lewis, one can only lament that he didn't have more hard edged serious roles in his career.

Minor itches exist, metaphors are heavy (Vietnam a 70s staple it seems) while ecological concerns are hinted at without being as prominent as they are in the novel. Surveying the landscape during the opening of the piece, Lewis reflects that man is going to rape this land, rape it, it's stuff like that that is not totally formed, given way to abject horror and survival, Lewis again noting that survival is the name of the game. A game of life and death, where man's primal being means violence may indeed beget violence. Boorman clearly agreed. 10/10",57ac58ddc3a3685362001241,68473,Deliverance,10669,https://www.themoviedb.org/review/57ac58ddc3a3685362001241
Per Gunnar Jonsson,"This is a movie that we got a very long time ago when we still purchased a paper TV-magazine to know what was on TV every night. The last couple of years when we did that we frequently got a DVD as a “bonus” with it and this is one of those. According to my movie collection database we have had it since 2008 and last evening we finally got around watching it.

This is a quite okay movie. It will not blow your socks off but it is fairly okay and worth watching. It is a nice thriller/fugitive style movie to watch on a middle-of-the-week evening. I would probably not have been impressed had I gone to a theater to watch it but watching it as a TV-movie it was quite enjoyable. There are the usual silly moments that tend to be in these kinds of movies of course, starting with the stupid wife who just has to pick up the bloody knife just before the police arrives. Why do all (most) script writers have to put that crap into every movie?

I do generally like Tommy Lee Jones even though he tends to look and act pretty much the same no matter which movie he is in. I guess I like stability. The plot is okay. It is a fairly conventional husband frames wife, wife goes after husband kind of story and does not really provide any surprises.

One thing that caught my attention was that the car dealer apparently could do a credit check on a woman that was, as was found out later in the movie, dead since three years. I think someone missed the QA-checking of the script in terms of credibility there but then, as I said, the movie will not blow your socks of and the plot is fairly standard Hollywood fare with the usual silly stuff in it.",512f0b3f19c2957402118a86,150377,Double Jeopardy,10398,https://www.themoviedb.org/review/512f0b3f19c2957402118a86
TyBalsinger,"A very good movie, based on true events. It's good to see some real humanity still exist today.",592b1bd39251413b8a0631a7,120188,Three Kings,6415,https://www.themoviedb.org/review/592b1bd39251413b8a0631a7
John Chard,"In every war...in every age...the forgotten weapon is food....

Alvarez Kelly is directed by Edward Dmytryk and stars William Holden & Richard Widmark. It's written by Elliott Arnold & Franklin Coen (Dan Taradash uncredited for tidying it up), the locations for the shoot are Baton Rouge & Clinton, Louisiana, with Joseph MacDonald on photography (Panavision). Story is apparently based on a true US Civil War incident in 1864, it sees Alvarez Kelly (Holden) kidnapped by Confederate's led by Tom Rossiter (Widmark) and forced to drive a herd of Union owned cattle to the hungry Reb troops in Richmond.

Slow moving and blighted by a tepid script, Alvarez Kelly relies on its stars and photography to keep it out the trough. Evidently the makers were going for a social conscious piece based around an historical incident. All that is achieved is an overly talky piece, with periods of inane conversations; that is only briefly lit up by its action packed finale. And even then it can be argued that the ""battle for the bridge"" and the subsequent ""stampede"" isn't worth waiting 90 minutes for. The acting is solid, where Holden plays a role he could do in his sleep, and Widmark, sporting an eye patch, convinces as a rough and ready Colonel. Most pleasing is MacDonald's photography, not just for capturing the essence of the barren South in Baton Rouge, but also his choice of lenses for the top notch costuming (take a bow Seth Banks) afforded the ladies of the piece (Janice Rule & Victoria Shaw). There's a lovely print for this film, where in High Definition the colours positively ping from the screen.

Dmytryk (Broken Lance/Warlock), Holden (The Horse Soldiers/The Wild Bunch) & Widmark (The Last Wagon/Cheyenne Autumn) owe Western fans nothing, but this is one from the three guys that's easily forgotten once the end credit rolls. 5/10",589ceb04925141088f002c82,60095,Alvarez Kelly,60285,https://www.themoviedb.org/review/589ceb04925141088f002c82
Cat Ellington,"There are tall men, and then there's the ""Tall Man"". I actually saw the trailer, or preview, if you like, for Phantasm while awaiting the start of Invasion of the Body Snatchers in December of 1978. And I remember the trailer quite well, considering that the upcoming film looked scary as the word itself. The part in the trailer that really got to me was the scene in which the main antagonist, the Tall Man, played by Angus Scrimm, is standing outside of some kid's bedroom window (at night) looking in over the kid's head. It freaked me out ... Completely out. And being a horror film buff - even then at such a young age - I'd immediately said to my mother who had been sitting next to me: 'Ooh, ma, I wanna see that movie!' Phantasm looked horrifying ... And I loved horrifying movies. My mother said 'Yes'.

It would be the next year, in April of 1979, that we (only my mother and me that time) would finally see Phantasm. And it's scary as hell, I tell ya. Scary as hell. Oh, and as I'd also learned, the kid, whose window it was that the Tall Man stood outside of in the trailer, is named Mike. Scary as hell, I tell ya.

Be prepared, if you'll be a first time watcher of this cult horror, to scream and jump and feel chills as you're absorbing it. It is just that creepy. And I do believe that Clive Barker (God love him) would later borrow more than a few of the elements from Phantasm for his own cult masterpiece, ""Hellraiser"". I reckon that I'll always believe that to be the truth. Phantasm is sheer and ultimate terror. They just don't make 'em like this anymore.

Watch this one with the lights on, folks.",58a4955392514165b90061f1,79714,Phantasm,9638,https://www.themoviedb.org/review/58a4955392514165b90061f1
simest,"PHANTASM is an uneven work, too fantastic to be genuinely scary but ferociously unique and fascinating on numerous levels.

I think at the forefront there was a desire here to create a warped and entirely original Universe where nothing is as it seems and anything can - and probably will - happen. Logic is quickly cast aside and indeed has no place in the crooked landscape that PHANTASM paints. Into this bizarre, surreal.......even Dali-like twisted cosmos, are thrust a group of characters who - perhaps even by virtue of their acting inadequacies - seem somehow as much a part of the fabric of that Universe, even in their struggles to survive and make sense of it.

For me, PHANTASM has a hypnotic effect for all those reasons. Flying sphere drills, a gender bending alien cemetery keeper, hooded shrunken corpses refined for slave labour in some parallel Universe, a severed finger that morphs into a grotesque (if admittedly comical) fly and countless other wild fantasies are all episodic nightmares that work their way into my head and stay there - however well or not they may be executed. They are indeed, the essence of all the darkest, unfathomable episodes that invade our deepest sleep.

Also, the film's tendency to bounce us in and out of reality - if indeed there is a reality present at all - without warning, keeps us permanently on unstable ground. Dreams are very prominent and indeed prevalent in PHANTASM. So much so, that by the end there seems no dividing line between that which was real and which was not. In this sense, the film explored the territory that NIGHTMARE ON ELM STREET would later make it's own but somehow achieves a dream-like quality that even Craven's classic would not surpass. Only Dario Argento's similarly bizarre INFERNO comes to mind as a rival to PHANTASM for the closest we might get to a dream realised on film.

PHANTASM is a unique, mind bending vision of quaint, small town America, infused with hellish fantasies of death, loss and isolation, unleashed from the subconscious mind - perhaps even in the end, from that of it's young, insecure and lonely adolescent protagonist.

Poe said ""Is all that we see or seem, but a dream within a dream?""

PHANTASM presents a case.

I urge those who are not impressed, to watch it again with these notions in mind.",58a642dac3a368672e0003d0,79714,Phantasm,9638,https://www.themoviedb.org/review/58a642dac3a368672e0003d0
John Chard,"You don't seem like you're from around here.

It's one of those films that any film lover has to see to judge for themselves. A critical darling and an award winner, it's a film of undoubted emotional power. It is based on the tragic case of Teena Brandon (Hilary Swank) who was raped and murdered in 1993, it would become one of the significant cases of hate crime in American history.

From the off Kimberly Peirce's film sets out its stall that we are in bleak territory, and so it proves. It dangles little shards of light, but constantly it proves uncompromising and unpleasant. There's a nagging irk that main characters are very thinly drawn, where motives are given short shrift, and this is bizarre given that the pic runs for nearly two hours. However, the performances of both Swank and Chloë Sevigny are outstanding, and Peirce handles the darkest scenes in the movie with a grace and tact that deserves applause. 

A tale that needed to be told, even in truncated form, Boys Don't Cry is fine cinema making. 8/10",56ca822ac3a368409700ae3a,171804,Boys Don't Cry,226,https://www.themoviedb.org/review/56ca822ac3a368409700ae3a
Asa_movies,"The atmosphere completely different from that nowadays. This was probably the first time for man to express his own feelings and sexual identity in public. So, it was something like a Big Bang for people who experienced fact that some of their kith are ""such a weirdos"".
If you compare understanding of people today and only about 2 decades ago you can see that struggle for freedom and equality always exists, but they're a bit different. I may say the sexual revolution has just started and, if you compare some movie from 2000th, 2020th and (probably) 2040th, you will see people are starting to be more aware of changing in global sexual situation and, what is more important, it won't be taboo topic in the future.


Kimberly Pierce made Teena Brandon being born-girl, living-boy. Teena was a very brave person, worth living more than ""boys from gangs"" without any drop of emotion and understanding others, in themselves.

Person is changing during his life. People are changing during universal time. This is part of so called evolution. Not necessary revolution!

Be who you are :)

..................................................................................................

THE BLUEST EYES IN TEXAS

The lonesome Texas sun was setting low
And in the rear view mirror I watched it go
I can still see the wind in her golden hair
I close my eyes for a moment, I'm still here

The bluest eyes in Texas
Are haunting me tonight
Like the stars that fill
The midnight sky
Her memory fills my mind
(Where did I go wrong)
Did I wait too long
Or can I make it right
The bluest eyes in Texas
Are haunting me tonight

Another town, another hotel room
Another dream that ended way too soon
Left me lonely way before the dawn
Searching for the strength to carry on

The bluest eyes in Texas
Are haunting me tonight
Like the stars that fill
The midnight sky
Her memory fills my mind
(Where did I go wrong)
Did I wait too long
Or can I make it right
The bluest eyes in Texas
Are haunting me tonight

For every heart you break
You pay a price
But I can't forget the tears
In her blue eyes

The bluest eyes in Texas
Are haunting me tonight
Like the stars that fill
The midnight sky
Her memory fills my mind
(Where did I go wrong)
Did I wait too long
How can I make it right
The bluest eyes in Texas
Are haunting me tonight

The bluest eyes in Texas
Are haunting me tonight

.................................................................................................

Review written by Asa_movies (Tanja)",58e244f2c3a36872ee00d087,171804,Boys Don't Cry,226,https://www.themoviedb.org/review/58e244f2c3a36872ee00d087
John Chard,"Supernatural Western?

A lone gunman with no name and seemingly with no past, rides into the dusky town of Lago. The residents of Lago at first view the stranger with suspicion, but when news that some outlaws that are out for blood are on their way to town, they ask the stranger for his help. 

This is Clint Eastwood's first Western film that he directed, and it's clear and evident that the guy not only loves the genre that made his name, he also knows what makes it work. Obviously having worked for Sergio Leone, Eastwood was making notes because High Plains Drifter oozes the mythical aura of many of Leone's finest genre offerings. To which, with thanks, the result is one of the best offerings in the 70s for the Oater enthusiast. 

The film opens with our mysterious drifter slowly coming out of the beautiful sprawling haze and into Lago, it's ethereal, then there's just the sound of the horse breathing and the clop of its hooves that can be heard (the sound mix here is incredible), it's a gloriously mysterious opening that sets the tone perfectly. Yet Eastwood is just toying with us though, for a quick jolt of sex and violence snaps us out of the beatific warmth and into a quite hauntingly cold and morally challenged place. From here on in the stranger will demand all manner of odd things from the residents of Lago, he seems to be toying with them and revelling in their discomfort, with Lago quickly resembling an arid hellhole. You see, Lago has a dark secret, and our mysterious stranger has a purpose, and it's this purpose that makes High Plains Drifter an intriguing and gripping experience. 

A well known fact now is that the great man of the genre, John Wayne, wrote Eastwood to strongly complain about his harsh vision of the West, one can only think the Duke failed to grasp the post Vietnam feel of a 70s made Western. It's a great directorial effort from Eastwood, more so when you marry up his acting performance to his directorial duties. Very much the perfect role, it lets Eastwood accentuate his rugged Western leanings. Eastwood would direct the similarly themed Pale Rider in the 80s and then the genre crown topper Unforgiven in the 90s. A Western great in each decade? Well that will always be debatable, but what we do know is that the Western genre was considerably lucky to have had such a man to keep the genre going for the newer interested wanderers into the Wild West. 

Beautifully photographed (Bruce Surtees) on the shores of Mono Lake, California, it's a film pungent with sex, sadism, retribution and risks. High Plains Drifter is mystical and magnificent and essential Western fare. 9/10",530085cc9251416adb297cec,68699,High Plains Drifter,11901,https://www.themoviedb.org/review/530085cc9251416adb297cec
MoHA,"Following the story of Bill (Richard Gere), a hard working laborer in the early 19th century, Days Of Heaven is a cinematic masterpiece. Accompanied by his girlfriend, Abby (Brooke Adams) and sister (Linda Manz), Bill departs on a steam engine for a lone wheat farm in Texas for work. The journey is a long one, but director Terrence Malick makes the ride pleasant with beautiful shots of nature at its best.
The rest of the movie follows suit. Although once at the farm the labor is arduous for the three characters, they find solace in being surrounded by the natural aesthetics. Everything is made even better when Bill, against his better judgment, convinces Abby to marry the owner of the farm. Life becomes carefree.
The common thread that ties the film together is the depiction of nature. The plains of Texas are exactly that–plain. Malick is able to capture this simplicity and turn it into something extraordinarily beautiful. A common theme emerges–the relationship between humans and nature. At times the relationship can be a close one, as illustrated by the carefree frolicking through the fields. However at other times, by piecing together wide shots of the plains, Malick portrays humans as insignificant in comparison to nature.  While the two are contrasts, the two work together to form a cohesive depiction of nature. This relationship is especially illuminated by the attempt to industrialize the farm. Steam engines and massive coal powered plows stand tall over the individual farmhands. One can look at these massive machines as an attempt for man to conquer nature and assert his dominance.
Additionally, Malick is able to give nature emotion, almost as vivid as if it was an animate object. Wheat blowing back and forth in the wind while the sun shines through the clouds provides for a very melancholy and relaxed mood. The breeze is almost palpable on one’s cheek. Yet, when the massive machines arrive and the farmhands are forced to do intense manual labor, the calmness disappears. Life becomes hectic. This contrast shows the duality of nature. For every pleasant thing in life, there is a bad thing as its complement– much like heaven and hell. This is extremely apparent when Bill attempts to leave the farm for the second time. As he leaves the farmer’s residence, he hears a droning sound. Before Bill or the viewer understands what is happening, the sky opens up with locusts. The farm literally becomes engulfed in these insects coming straight out of the ten plagues. All hell breaks loose–sirens sound and hundreds of workers tried to get these locusts off the farm. All that is beautiful–the wheat, the sky, and the vast emptiness of the plains–is covered up. It is almost as if hell is covering the heaven on earth. This allegory becomes even clearer once a fire erupts. The days in heaven are clearly over as the fire cannot be contained and the beauty is physically destroyed. Following the duality in nature already established by the movie, heaven is subsequently restored. Although most of the crops are gone after the fire, the land still has an aesthetic quality to it. And although Bill and Abby never find solace after fleeing, Bill’s sister finds herself enjoying life again after reuniting with her friend. Just as it had been during the days of heaven, she is carefree again.",5504d2619251412c51001a8e,77405,Days of Heaven,16642,https://www.themoviedb.org/review/5504d2619251412c51001a8e
talisencrw,"Outstanding. My second favourite Malick film next to Badlands. I'm not sure anyone has ever been better at photographing fire. The only other of his films I have seen thus far is 'To the Wonder', but it's films like this that make me such a lover of cinema. I'm not a Richard Gere fan in the slightest (though I have always loved Brooke Adams), but it's roles like this that cement his reputation as a cinematic icon in my books. I didn't say 'actor' because I'm not really sure that's his strength--it's more a presence, such as Alain Delon in 'Le Samourai'.",577c2337925141111d00039f,77405,Days of Heaven,16642,https://www.themoviedb.org/review/577c2337925141111d00039f
talisencrw,"I loved this. Right up there with my favourite Aldrich films (though maybe 'Kiss Me Deadly' is still my number one), and of the greatest performances of both Lee Marvin and John Cassavetes (who was nominated for Best Supporting Actor at both the Golden Globes and Oscars for his work here).

This hearkened back to the heady times when if you got a great cast and director together, you were virtually guaranteed you'd come out of it, because of comparatively little studio interference, with a bonafide classic piece of cinema. People thought the studio system was broken and needed fixing, by films such as 'Easy Rider'? THIS, along with other fine Aldrich works from this period, age a lot better and hold up much finer today than Dennis Hopper's so-called 'masterpiece' and its ilk.",57b0e2bdc3a3681424000426,61578,The Dirty Dozen,1654,https://www.themoviedb.org/review/57b0e2bdc3a3681424000426
Potential Kermode,"**James Bond wears a strap on plastic seagull hat**

This entry is widely recognised as the template for all the Bond films that followed - and we can see why in the opening sequence. James Bond ( Sean Connery) in disguise wearing _a strap on plastic seagull_ on his head.

It's a Roger Moore Bond movie nine years before Roger Moore! I love the ludicrous Bond movies such as Goldfinger and Octopussy - two of my favorites. Octopussy has Roger Moore _riding a plastic crocodile_ and Goldfinger has _Sean Connery wearing a strap on plastic seagull hat!_

_Thunderball_, a year later, continued the ludicrous fun with Connery's Bond riding a jet pack and fighting cross dressing assassins.

It's a shame that in 2006, the franchise died and became something utterly bland with the advent of the Craig era.

- Potential Kermode",58a5f81bc3a3681be0001192,58150,Goldfinger,658,https://www.themoviedb.org/review/58a5f81bc3a3681be0001192
talisencrw,"An extraordinary manifesto for not just the longest-running film series to date, but for an entire genre. People often forget just how important in the grand scheme of things a first film is, and how it was so requisite that Sean Connery had to be just right, the Bond girls, the action, music cues, opening scene, credits sequence, etc. Even though recently, Daniel Craig has at least captivated audiences to almost the same extent, he only reminded me of Connery's endearing qualities, and through completely lacking humour and charisma, simply showed by omission why Connery (who had already made five films as Bond before Craig was even born) was so essential in the first place.

Watching my blu from the complete Bond boxed set, it wasn't dated or a lesser experience for me in the slightest. Long may Sir Connery live--the enjoyment his work has given me over the years is inestimable! =)",57bc86c0c3a368301300aea8,55928,Dr. No,646,https://www.themoviedb.org/review/57bc86c0c3a368301300aea8
John Chard,"I want to thank you for your kindness to a stranger.

An absolute delight. From director David Lynch, The Straight Story finds the famous purveyor of the oblique on wonderfully mellow form. Story finds a superb Richard Farnsworth as Alvin Straight, an old boy long in the tooth who sets off across America on his lawn mower to visit his estranged brother. You see, he doesn't have a driving licence, so lawn mower is the viable form of transport.

Lynch and writers John Roach & Mary Sweeney have offered up a wry and astute observation of Americana. The journey Alvin takes involves him meeting a number of eccentrics and confused souls, which pitches Alvin as our conduit to a rich view of the life we have - or will - live. Culminating in a finale that rewards anyone with an intelligent soul. The message is clear.

A beautiful film for the beautiful of heart. 9/10",56c9f693c3a36840870085a1,166896,The Straight Story,404,https://www.themoviedb.org/review/56c9f693c3a36840870085a1
John Chard,"Sowing the seeds of evil.

The Bad Seed is directed by Mervyn LeRoy and adapted to screenplay by Maxwell Anderson from the novel of the same name written by William March. Anderson had also adapted for the stage play as well. It stars Nancy Kelly, William Hopper, Patty McCormack, Henry Jones, Eileen Heckart and Evelyn Varden. Music is by Alex North and cinematography by Harold Rossen.

Is there such a thing as Bad Seed? Where I grew up there was a violent family of four brothers, each one would think nothing of doing a Begbie on you. It was the first time I heard the saying Bad Seed, with the conversation basically saying that their father was a psychopath and the four lads just inherited the violent tendencies by way of Pops. It's this theory that drives LeRoy's movie, only here it's a young ""butter-wouldn't-melt-in-her-mouth"" girl who has murderous leanings courtesy of her Nana's iffy genetics.

The theatre origins are very much evident, there is no hiding this fact, with the acting (some of the actors are held over from the play here) very much as if playing to an open auditorium, while at over two hours in length there's an over stretching of the talk heavy material. However, this is a very engrossing piece of horror cinema, pulsing unpleasantness and mood oppressive by way of black and white photography and a musical score that underlines the blending of sweet innocence and sinister evil.

McCormack as the Devil Child is outstanding, likewise Jones as the simpleton handyman who recognises evil when he sees it. Kelly, Heckart, McCormack and Rossen were all Academy Award nominated for their respective work in the film. As for the much discussed finale? Personally I have no problem with what transpires as regards mother and child. Oh for sure the ending to both the novel and play is far darker and dramatic, but there's a campy bizarreness in this Production Code influenced denouement that befits the whole production. Though the end credits curtain calls by the cast members is pushing it too far... 7.5/10",528741fa760ee31cd723c373,48977,The Bad Seed,42196,https://www.themoviedb.org/review/528741fa760ee31cd723c373
talisencrw,"Definitely top-tier Woody Allen. The writing, acting and directing are first-rate, as he finishes off another of his artistic purple patches. I'm not an Alan Alda fan in the slightest simply because he's so good at this slimy, know-it-all persona that he once again carries off so effortlessly here. An essential watch for all cinephiles, and worth a purchase and rewatches for Woody Allen enthusiasts.",573645c29251417b3a0000d1,97123,Crimes and Misdemeanors,11562,https://www.themoviedb.org/review/573645c29251417b3a0000d1
